period,respondent,respondent-name,type,type-name,value,value-units
2023-12-19T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44418,megawatthours
2023-12-19T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45965,megawatthours
2023-12-19T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47337,megawatthours
2023-12-19T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48065,megawatthours
2023-12-19T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48218,megawatthours
2023-12-19T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48348,megawatthours
2023-12-19T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46581,megawatthours
2023-12-18T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45023,megawatthours
2023-12-18T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44787,megawatthours
2023-12-18T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44638,megawatthours
2023-12-18T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44714,megawatthours
2023-12-18T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45106,megawatthours
2023-12-18T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45952,megawatthours
2023-12-18T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47162,megawatthours
2023-12-18T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48746,megawatthours
2023-12-18T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49996,megawatthours
2023-12-18T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50814,megawatthours
2023-12-18T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48981,megawatthours
2023-12-18T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45493,megawatthours
2023-12-18T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42860,megawatthours
2023-12-18T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41513,megawatthours
2023-12-18T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41001,megawatthours
2023-12-18T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40890,megawatthours
2023-12-18T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41428,megawatthours
2023-12-18T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42379,megawatthours
2023-12-18T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43888,megawatthours
2023-12-18T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45319,megawatthours
2023-12-18T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45964,megawatthours
2023-12-18T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46007,megawatthours
2023-12-18T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45934,megawatthours
2023-12-18T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44233,megawatthours
2023-12-17T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42562,megawatthours
2023-12-17T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41944,megawatthours
2023-12-17T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41804,megawatthours
2023-12-17T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41952,megawatthours
2023-12-17T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42690,megawatthours
2023-12-17T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43685,megawatthours
2023-12-17T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45349,megawatthours
2023-12-17T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47427,megawatthours
2023-12-17T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49233,megawatthours
2023-12-17T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49015,megawatthours
2023-12-17T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47452,megawatthours
2023-12-17T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45816,megawatthours
2023-12-17T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44556,megawatthours
2023-12-17T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43975,megawatthours
2023-12-17T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43854,megawatthours
2023-12-17T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43891,megawatthours
2023-12-17T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44254,megawatthours
2023-12-17T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44880,megawatthours
2023-12-17T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45752,megawatthours
2023-12-17T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46267,megawatthours
2023-12-17T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46386,megawatthours
2023-12-17T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46293,megawatthours
2023-12-17T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46285,megawatthours
2023-12-17T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44807,megawatthours
2023-12-16T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42981,megawatthours
2023-12-16T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42428,megawatthours
2023-12-16T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42415,megawatthours
2023-12-16T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42788,megawatthours
2023-12-16T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43574,megawatthours
2023-12-16T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44483,megawatthours
2023-12-16T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45638,megawatthours
2023-12-16T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46377,megawatthours
2023-12-16T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46806,megawatthours
2023-12-16T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45873,megawatthours
2023-12-16T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44311,megawatthours
2023-12-16T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42614,megawatthours
2023-12-16T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41411,megawatthours
2023-12-16T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40913,megawatthours
2023-12-16T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40899,megawatthours
2023-12-16T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41208,megawatthours
2023-12-16T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42086,megawatthours
2023-12-16T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43410,megawatthours
2023-12-16T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44813,megawatthours
2023-12-16T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46096,megawatthours
2023-12-16T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46776,megawatthours
2023-12-16T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47497,megawatthours
2023-12-16T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48125,megawatthours
2023-12-16T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47606,megawatthours
2023-12-15T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46307,megawatthours
2023-12-15T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46154,megawatthours
2023-12-15T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46322,megawatthours
2023-12-15T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46625,megawatthours
2023-12-15T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46617,megawatthours
2023-12-15T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46617,megawatthours
2023-12-15T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46634,megawatthours
2023-12-15T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46339,megawatthours
2023-12-15T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45744,megawatthours
2023-12-15T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45367,megawatthours
2023-12-15T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43796,megawatthours
2023-12-15T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40836,megawatthours
2023-12-15T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38997,megawatthours
2023-12-15T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38291,megawatthours
2023-12-15T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38144,megawatthours
2023-12-15T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38873,megawatthours
2023-12-15T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39959,megawatthours
2023-12-15T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41754,megawatthours
2023-12-15T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43814,megawatthours
2023-12-15T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45839,megawatthours
2023-12-15T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47072,megawatthours
2023-12-15T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47522,megawatthours
2023-12-15T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47720,megawatthours
2023-12-15T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46745,megawatthours
2023-12-14T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45124,megawatthours
2023-12-14T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44656,megawatthours
2023-12-14T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44785,megawatthours
2023-12-14T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45224,megawatthours
2023-12-14T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45912,megawatthours
2023-12-14T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46776,megawatthours
2023-12-14T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47746,megawatthours
2023-12-14T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48667,megawatthours
2023-12-14T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49216,megawatthours
2023-12-14T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49356,megawatthours
2023-12-14T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47815,megawatthours
2023-12-14T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44330,megawatthours
2023-12-14T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42070,megawatthours
2023-12-14T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41233,megawatthours
2023-12-14T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41137,megawatthours
2023-12-14T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41499,megawatthours
2023-12-14T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42315,megawatthours
2023-12-14T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43756,megawatthours
2023-12-14T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45972,megawatthours
2023-12-14T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48162,megawatthours
2023-12-14T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49470,megawatthours
2023-12-14T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50032,megawatthours
2023-12-14T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50115,megawatthours
2023-12-14T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49180,megawatthours
2023-12-13T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47260,megawatthours
2023-12-13T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46635,megawatthours
2023-12-13T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46527,megawatthours
2023-12-13T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46882,megawatthours
2023-12-13T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47253,megawatthours
2023-12-13T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47730,megawatthours
2023-12-13T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48145,megawatthours
2023-12-13T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48175,megawatthours
2023-12-13T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47837,megawatthours
2023-12-13T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47730,megawatthours
2023-12-13T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46348,megawatthours
2023-12-13T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43017,megawatthours
2023-12-13T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40682,megawatthours
2023-12-13T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39868,megawatthours
2023-12-13T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39654,megawatthours
2023-12-13T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40020,megawatthours
2023-12-13T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40734,megawatthours
2023-12-13T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42044,megawatthours
2023-12-13T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44510,megawatthours
2023-12-13T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46638,megawatthours
2023-12-13T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47725,megawatthours
2023-12-13T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48173,megawatthours
2023-12-13T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48281,megawatthours
2023-12-13T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47005,megawatthours
2023-12-12T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45096,megawatthours
2023-12-12T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44682,megawatthours
2023-12-12T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44450,megawatthours
2023-12-12T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44694,megawatthours
2023-12-12T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44996,megawatthours
2023-12-12T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45820,megawatthours
2023-12-12T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47508,megawatthours
2023-12-12T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49382,megawatthours
2023-12-12T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51269,megawatthours
2023-12-12T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52571,megawatthours
2023-12-12T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51224,megawatthours
2023-12-12T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47348,megawatthours
2023-12-12T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44576,megawatthours
2023-12-12T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43289,megawatthours
2023-12-12T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42731,megawatthours
2023-12-12T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42765,megawatthours
2023-12-12T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43175,megawatthours
2023-12-12T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44544,megawatthours
2023-12-12T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46523,megawatthours
2023-12-12T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48244,megawatthours
2023-12-12T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49157,megawatthours
2023-12-12T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49352,megawatthours
2023-12-12T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49145,megawatthours
2023-12-12T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47296,megawatthours
2023-12-11T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44893,megawatthours
2023-12-11T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44185,megawatthours
2023-12-11T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44620,megawatthours
2023-12-11T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45372,megawatthours
2023-12-11T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46295,megawatthours
2023-12-11T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47815,megawatthours
2023-12-11T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50041,megawatthours
2023-12-11T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52669,megawatthours
2023-12-11T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55588,megawatthours
2023-12-11T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57234,megawatthours
2023-12-11T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55638,megawatthours
2023-12-11T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51409,megawatthours
2023-12-11T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48220,megawatthours
2023-12-11T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46624,megawatthours
2023-12-11T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45931,megawatthours
2023-12-11T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45998,megawatthours
