period,respondent,respondent-name,type,type-name,value,value-units
2023-09-14T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46410,megawatthours
2023-09-14T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47546,megawatthours
2023-09-14T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49763,megawatthours
2023-09-14T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52411,megawatthours
2023-09-14T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55930,megawatthours
2023-09-14T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59376,megawatthours
2023-09-14T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,61708,megawatthours
2023-09-14T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62854,megawatthours
2023-09-14T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64194,megawatthours
2023-09-13T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65556,megawatthours
2023-09-13T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65730,megawatthours
2023-09-13T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65147,megawatthours
2023-09-13T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64238,megawatthours
2023-09-13T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62370,megawatthours
2023-09-13T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59689,megawatthours
2023-09-13T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57084,megawatthours
2023-09-13T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54758,megawatthours
2023-09-13T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52414,megawatthours
2023-09-13T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50726,megawatthours
2023-09-13T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49831,megawatthours
2023-09-13T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49189,megawatthours
2023-09-13T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47109,megawatthours
2023-09-13T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45742,megawatthours
2023-09-13T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45741,megawatthours
2023-09-13T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46746,megawatthours
2023-09-13T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48355,megawatthours
2023-09-13T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50614,megawatthours
2023-09-13T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53684,megawatthours
2023-09-13T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57212,megawatthours
2023-09-13T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,61189,megawatthours
2023-09-13T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63821,megawatthours
2023-09-13T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64972,megawatthours
2023-09-13T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66605,megawatthours
2023-09-12T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68141,megawatthours
2023-09-12T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,69004,megawatthours
2023-09-12T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68241,megawatthours
2023-09-12T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66593,megawatthours
2023-09-12T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63941,megawatthours
2023-09-12T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60811,megawatthours
2023-09-12T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57993,megawatthours
2023-09-12T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55544,megawatthours
2023-09-12T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52817,megawatthours
2023-09-12T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50448,megawatthours
2023-09-12T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49531,megawatthours
2023-09-12T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48950,megawatthours
2023-09-12T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46627,megawatthours
2023-09-12T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45519,megawatthours
2023-09-12T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45633,megawatthours
2023-09-12T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46472,megawatthours
2023-09-12T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48051,megawatthours
2023-09-12T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50081,megawatthours
2023-09-12T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53922,megawatthours
2023-09-12T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58195,megawatthours
2023-09-12T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62601,megawatthours
2023-09-12T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65554,megawatthours
2023-09-12T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67437,megawatthours
2023-09-12T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,69735,megawatthours
2023-09-11T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71351,megawatthours
2023-09-11T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71476,megawatthours
2023-09-11T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70244,megawatthours
2023-09-11T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68076,megawatthours
2023-09-11T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65216,megawatthours
2023-09-11T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62004,megawatthours
2023-09-11T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58688,megawatthours
2023-09-11T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55288,megawatthours
2023-09-11T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52495,megawatthours
2023-09-11T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50221,megawatthours
2023-09-11T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49044,megawatthours
2023-09-11T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48551,megawatthours
2023-09-11T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46565,megawatthours
2023-09-11T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45363,megawatthours
2023-09-11T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45493,megawatthours
2023-09-11T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46445,megawatthours
2023-09-11T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48131,megawatthours
2023-09-11T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50640,megawatthours
2023-09-11T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54340,megawatthours
2023-09-11T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58871,megawatthours
2023-09-11T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63028,megawatthours
2023-09-11T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65963,megawatthours
2023-09-11T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68370,megawatthours
2023-09-11T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71642,megawatthours
2023-09-10T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73293,megawatthours
2023-09-10T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73040,megawatthours
2023-09-10T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71540,megawatthours
2023-09-10T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,69270,megawatthours
2023-09-10T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66237,megawatthours
2023-09-10T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62906,megawatthours
2023-09-10T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58977,megawatthours
2023-09-10T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54891,megawatthours
2023-09-10T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51037,megawatthours
2023-09-10T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47641,megawatthours
2023-09-10T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45609,megawatthours
2023-09-10T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45762,megawatthours
2023-09-10T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46232,megawatthours
2023-09-10T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47083,megawatthours
2023-09-10T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48279,megawatthours
2023-09-10T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50402,megawatthours
2023-09-10T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52642,megawatthours
2023-09-10T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55458,megawatthours
2023-09-10T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58789,megawatthours
2023-09-10T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62547,megawatthours
2023-09-10T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66173,megawatthours
2023-09-10T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,69328,megawatthours
2023-09-10T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72435,megawatthours
2023-09-10T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76023,megawatthours
2023-09-09T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77668,megawatthours
2023-09-09T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77564,megawatthours
2023-09-09T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76337,megawatthours
2023-09-09T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73993,megawatthours
2023-09-09T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71110,megawatthours
2023-09-09T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67312,megawatthours
2023-09-09T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63225,megawatthours
2023-09-09T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59211,megawatthours
2023-09-09T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54963,megawatthours
2023-09-09T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51283,megawatthours
2023-09-09T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49513,megawatthours
2023-09-09T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49904,megawatthours
2023-09-09T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50562,megawatthours
2023-09-09T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51349,megawatthours
2023-09-09T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52769,megawatthours
2023-09-09T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54882,megawatthours
2023-09-09T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57315,megawatthours
2023-09-09T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60333,megawatthours
2023-09-09T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64193,megawatthours
2023-09-09T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68832,megawatthours
2023-09-09T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72943,megawatthours
2023-09-09T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75329,megawatthours
2023-09-09T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77193,megawatthours
2023-09-09T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80508,megawatthours
2023-09-08T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83171,megawatthours
2023-09-08T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,84185,megawatthours
2023-09-08T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83799,megawatthours
2023-09-08T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83517,megawatthours
2023-09-08T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81960,megawatthours
2023-09-08T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,78072,megawatthours
2023-09-08T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73088,megawatthours
2023-09-08T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67622,megawatthours
2023-09-08T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62486,megawatthours
2023-09-08T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58004,megawatthours
2023-09-08T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56124,megawatthours
2023-09-08T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56272,megawatthours
2023-09-08T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54988,megawatthours
2023-09-08T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54438,megawatthours
2023-09-08T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55410,megawatthours
2023-09-08T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56876,megawatthours
2023-09-08T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58930,megawatthours
2023-09-08T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,61839,megawatthours
2023-09-08T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65718,megawatthours
2023-09-08T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70046,megawatthours
2023-09-08T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74515,megawatthours
2023-09-08T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76914,megawatthours
2023-09-08T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,79218,megawatthours
2023-09-08T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82176,megawatthours
2023-09-07T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83695,megawatthours
2023-09-07T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83913,megawatthours
2023-09-07T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83887,megawatthours
2023-09-07T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,83231,megawatthours
2023-09-07T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81318,megawatthours
2023-09-07T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77168,megawatthours
2023-09-07T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72187,megawatthours
2023-09-07T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66899,megawatthours
2023-09-07T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,61985,megawatthours
2023-09-07T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57809,megawatthours
2023-09-07T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55842,megawatthours
2023-09-07T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55808,megawatthours
2023-09-07T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54557,megawatthours
2023-09-07T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53922,megawatthours
2023-09-07T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54477,megawatthours
2023-09-07T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55791,megawatthours
2023-09-07T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57777,megawatthours
2023-09-07T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60752,megawatthours
2023-09-07T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64858,megawatthours
2023-09-07T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68527,megawatthours
2023-09-07T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72300,megawatthours
2023-09-07T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73970,megawatthours
2023-09-07T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77197,megawatthours
2023-09-07T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80974,megawatthours
2023-09-06T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82692,megawatthours
2023-09-06T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82380,megawatthours
2023-09-06T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81431,megawatthours
2023-09-06T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80058,megawatthours
2023-09-06T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,78113,megawatthours
2023-09-06T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74933,megawatthours
2023-09-06T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70653,megawatthours
2023-09-06T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66191,megawatthours
2023-09-06T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,61882,megawatthours
2023-09-06T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58587,megawatthours
2023-09-06T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56671,megawatthours
2023-09-06T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56464,megawatthours
2023-09-06T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54750,megawatthours
2023-09-06T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53998,megawatthours
2023-09-06T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54510,megawatthours
2023-09-06T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55818,megawatthours
2023-09-06T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58093,megawatthours
2023-09-06T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60945,megawatthours
2023-09-06T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64623,megawatthours
2023-09-06T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68903,megawatthours
2023-09-06T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73405,megawatthours
2023-09-06T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75831,megawatthours
2023-09-06T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77492,megawatthours
2023-09-06T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,79939,megawatthours
2023-09-05T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81388,megawatthours
2023-09-05T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81671,megawatthours
2023-09-05T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81273,megawatthours
2023-09-05T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80384,megawatthours
2023-09-05T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,78356,megawatthours
2023-09-05T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75236,megawatthours
2023-09-05T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71548,megawatthours
2023-09-05T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67448,megawatthours
2023-09-05T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63340,megawatthours
2023-09-05T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59413,megawatthours
2023-09-05T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57570,megawatthours
2023-09-05T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57242,megawatthours
2023-09-05T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55663,megawatthours
2023-09-05T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54622,megawatthours
2023-09-05T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54783,megawatthours
2023-09-05T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55661,megawatthours
2023-09-05T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57736,megawatthours
2023-09-05T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60064,megawatthours
2023-09-05T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63514,megawatthours
2023-09-05T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67362,megawatthours
2023-09-05T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71130,megawatthours
2023-09-05T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73816,megawatthours
2023-09-05T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75489,megawatthours
2023-09-05T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77760,megawatthours
2023-09-04T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,78447,megawatthours
2023-09-04T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,78246,megawatthours
2023-09-04T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77481,megawatthours
2023-09-04T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76080,megawatthours
2023-09-04T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73398,megawatthours
2023-09-04T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70333,megawatthours
2023-09-04T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66185,megawatthours
2023-09-04T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,61913,megawatthours
2023-09-04T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57483,megawatthours
2023-09-04T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53275,megawatthours
2023-09-04T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50875,megawatthours
2023-09-04T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50983,megawatthours
2023-09-04T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51031,megawatthours
2023-09-04T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50923,megawatthours
2023-09-04T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51398,megawatthours
2023-09-04T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52560,megawatthours
2023-09-04T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54157,megawatthours
2023-09-04T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56422,megawatthours
2023-09-04T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59277,megawatthours
2023-09-04T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62209,megawatthours
2023-09-04T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64947,megawatthours
2023-09-04T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67344,megawatthours
2023-09-04T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,69397,megawatthours
2023-09-04T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72356,megawatthours
2023-09-03T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74695,megawatthours
2023-09-03T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75408,megawatthours
2023-09-03T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74886,megawatthours
2023-09-03T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73738,megawatthours
2023-09-03T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71283,megawatthours
2023-09-03T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67453,megawatthours
2023-09-03T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63041,megawatthours
2023-09-03T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58328,megawatthours
2023-09-03T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53999,megawatthours
2023-09-03T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50010,megawatthours
2023-09-03T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47813,megawatthours
2023-09-03T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47598,megawatthours
2023-09-03T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47592,megawatthours
2023-09-03T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48421,megawatthours
2023-09-03T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49395,megawatthours
2023-09-03T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50924,megawatthours
2023-09-03T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53040,megawatthours
2023-09-03T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55569,megawatthours
2023-09-03T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58332,megawatthours
2023-09-03T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,61280,megawatthours
2023-09-03T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64261,megawatthours
2023-09-03T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67335,megawatthours
2023-09-03T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70088,megawatthours
2023-09-03T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73024,megawatthours
2023-09-02T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74801,megawatthours
2023-09-02T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75299,megawatthours
2023-09-02T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74803,megawatthours
2023-09-02T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72960,megawatthours
2023-09-02T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70275,megawatthours
2023-09-02T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66711,megawatthours
2023-09-02T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62175,megawatthours
2023-09-02T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57355,megawatthours
2023-09-02T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52734,megawatthours
2023-09-02T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48579,megawatthours
2023-09-02T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46165,megawatthours
2023-09-02T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45987,megawatthours
